"","58","50","44","39","35","27","32","25","23","20","21","15","13","11","9","6","4"
"DEC_Batch1.054","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-25"
"DEC_Batch1.055","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-9","mc13-13","mc11-9","mc9-25",NA,NA
"DEC_Batch1.056","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-5","mc32-4","mc25-2","mc23-10","mc20-7","mc21-6","mc15-3","mc13-20","mc11-12","mc9-26","mc6-17","mc4-16"
"DEC_Batch1.057","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18",NA,NA,NA
"DEC_Batch1.058","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch1.059","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-18","mc6-30","mc4-24"
"DEC_Batch1.060","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-5","mc13-15","mc11-17","mc9-17","mc6-22","mc4-31"
"DEC_Batch1.061","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-2","mc23-10","mc20-7","mc21-6","mc15-3","mc13-20","mc11-12","mc9-23","mc6-15","mc4-18"
"DEC_Batch1.062","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-5","mc32-4","mc25-2","mc23-10","mc20-7","mc21-6","mc15-3","mc13-20","mc11-12","mc9-26","mc6-17",NA
"DEC_Batch1.063","mc58-2","mc50-6","mc44-7","mc39-4","mc35-7","mc27-5","mc32-4","mc25-2","mc23-14","mc20-7","mc21-6","mc15-3","mc13-12","mc11-19","mc9-20","mc6-31","mc4-37"
"DEC_Batch1.064","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-3","mc23-14","mc20-6","mc21-4","mc15-4","mc13-11","mc11-21","mc9-16","mc6-29",NA
"DEC_Batch1.066","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-5","mc13-15","mc11-17","mc9-17","mc6-22","mc4-32"
"DEC_Batch1.068","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4",NA,NA,NA,NA,NA,NA
"DEC_Batch1.069","mc58-1","mc50-5","mc44-6","mc39-2","mc35-7","mc27-5","mc32-4","mc25-2","mc23-10","mc20-7","mc21-2","mc15-1","mc13-21","mc11-11",NA,NA,NA
"DEC_Batch1.070","mc58-4","mc50-4","mc44-5","mc39-1","mc35-6","mc27-1","mc32-4","mc25-1","mc23-8","mc20-1","mc21-1","mc15-9","mc13-9","mc11-9","mc9-25","mc6-12","mc4-12"
"DEC_Batch2.071","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-14","mc9-15","mc6-26","mc4-36"
"DEC_Batch2.072","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.073","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-28","mc4-35"
"DEC_Batch2.074","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.075","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-3","mc23-14","mc20-6","mc21-4","mc15-4","mc13-11","mc11-21","mc9-16","mc6-29","mc4-25"
"DEC_Batch2.076","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.077","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-21","mc4-23"
"DEC_Batch2.078","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-28","mc4-35"
"DEC_Batch2.079","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-34"
"DEC_Batch2.080","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.081","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.082","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-13","mc9-12","mc6-18","mc4-30"
"DEC_Batch2.083","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-2","mc23-10","mc20-7","mc21-6","mc15-3","mc13-20","mc11-12","mc9-23","mc6-15","mc4-18"
"DEC_Batch2.084","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.085","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-5","mc13-15","mc11-14","mc9-15","mc6-23","mc4-32"
"DEC_Batch2.086","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-13","mc9-12","mc6-19","mc4-27"
"DEC_Batch2.087","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-13","mc9-10","mc6-19","mc4-27"
"DEC_Batch2.088","mc58-2","mc50-6","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-14","mc9-15","mc6-23","mc4-32"
"DEC_Batch2.089","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-12","mc6-18","mc4-28"
"DEC_Batch2.090","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-12","mc6-18","mc4-28"
"DEC_Batch2.091","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20","mc4-20"
"DEC_Batch2.092","mc58-4","mc50-4","mc44-5","mc39-1","mc35-7","mc27-2","mc32-5","mc25-3","mc23-9","mc20-2","mc21-2","mc15-1","mc13-21","mc11-11","mc9-21","mc6-29","mc4-13"
"DEC_Batch2.093","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.094","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.095","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.096","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-19"
"DEC_Batch2.097","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-2","mc23-10","mc20-7","mc21-6","mc15-3","mc13-20","mc11-22","mc9-23","mc6-16",NA
"DEC_Batch2.098","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-28","mc4-35"
"DEC_Batch2.099","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-21","mc4-22"
"DEC_Batch2.100","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-21","mc4-22"
"DEC_Batch2.101","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20",NA
"DEC_Batch2.102","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-19","mc4-27"
"DEC_Batch2.103","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.104","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20","mc4-20"
"DEC_Batch2.105","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-19","mc4-27"
"DEC_Batch2.106","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-21","mc4-22"
"DEC_Batch2.107","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.108","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-19"
"DEC_Batch2.109","mc58-3","mc50-7","mc44-8","mc39-3","mc35-10","mc27-4","mc32-3","mc25-6","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-14","mc9-15","mc6-23","mc4-32"
"DEC_Batch2.110","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.111","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20","mc4-20"
"DEC_Batch2.112","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20","mc4-21"
"DEC_Batch2.113","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.114","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-18","mc4-23"
"DEC_Batch2.115","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-19","mc4-27"
"DEC_Batch2.116","mc58-4","mc50-4","mc44-5","mc39-1","mc35-6","mc27-1","mc32-4","mc25-1","mc23-8","mc20-1","mc21-1","mc15-9","mc13-20","mc11-12","mc9-26","mc6-17","mc4-16"
"DEC_Batch2.117","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.118","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.119","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.120","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-19","mc4-27"
"DEC_Batch2.121","mc58-4","mc50-4","mc44-5","mc39-1","mc35-6","mc27-1","mc32-4","mc25-1","mc23-8","mc20-1","mc21-1","mc15-9","mc13-9","mc11-12","mc9-26","mc6-17",NA
"DEC_Batch2.122","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.123","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-15","mc11-17","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.124","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.125","mc58-4","mc50-4","mc44-5","mc39-1","mc35-7","mc27-2","mc32-5","mc25-3","mc23-9","mc20-2","mc21-2","mc15-10","mc13-10","mc11-10","mc9-24","mc6-16","mc4-13"
"DEC_Batch2.126","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-15","mc9-13","mc6-25","mc4-33"
"DEC_Batch2.127","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-23","mc9-10","mc6-19","mc4-27"
"DEC_Batch2.128","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-3","mc15-8","mc13-17","mc11-16","mc9-14","mc6-27","mc4-34"
"DEC_Batch2.129","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-5","mc13-15","mc11-14","mc9-15","mc6-26","mc4-29"
"DEC_Batch2.130","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-2","mc23-10","mc20-7","mc21-6","mc15-3","mc13-20","mc11-12","mc9-23","mc6-16","mc4-22"
"DEC_Batch2.131","mc58-3","mc50-7","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20","mc4-20"
"DEC_Batch2.132","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-19",NA
"DEC_Batch2.133","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-13","mc9-12","mc6-18","mc4-31"
"DEC_Batch2.134","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-5","mc13-15","mc11-14","mc9-15","mc6-26","mc4-29"
"DEC_Batch2.135","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-18","mc11-22","mc9-10","mc6-18","mc4-23"
"DEC_Batch2.136","mc58-2","mc50-4","mc44-5","mc39-1","mc35-7","mc27-2","mc32-5","mc25-3","mc23-9","mc20-6","mc21-2","mc15-1","mc13-21","mc11-11","mc9-21","mc6-29","mc4-17"
"DEC_Batch2.137","mc58-2","mc50-6","mc44-7","mc39-4","mc35-7","mc27-5","mc32-4","mc25-2","mc23-14","mc20-7","mc21-6","mc15-3","mc13-12","mc11-19","mc9-20","mc6-31","mc4-37"
"DEC_Batch2.138","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-2","mc15-1","mc13-21","mc11-11","mc9-22","mc6-14","mc4-17"
"DEC_Batch2.139","mc58-2","mc50-6","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-18","mc9-17","mc6-24","mc4-31"
"DEC_Batch2.140","mc58-1","mc50-5","mc44-6","mc39-2","mc35-8","mc27-3","mc32-1","mc25-4","mc23-15","mc20-8","mc21-7","mc15-2","mc13-19","mc11-23","mc9-11","mc6-20","mc4-21"
"DEC_Batch2.141","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-2","mc23-14","mc20-7","mc21-6","mc15-3","mc13-17","mc11-16","mc9-14","mc6-27",NA
"DEC_Batch2.142","mc58-3","mc50-7","mc44-7","mc39-4","mc35-10","mc27-4","mc32-3","mc25-6","mc23-11","mc20-3","mc21-4","mc15-6","mc13-14","mc11-13","mc9-12","mc6-18","mc4-30"
"DEC_Batch2.143","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-13","mc20-5","mc21-5","mc15-8","mc13-17","mc11-15","mc9-13","mc6-27","mc4-34"
"DEC_Batch2.144","mc58-3","mc50-7","mc44-8","mc39-3","mc35-9","mc27-6","mc32-2","mc25-5","mc23-12","mc20-4","mc21-5","mc15-7","mc13-16","mc11-14","mc9-15","mc6-26","mc4-36"
