"","192","193","178","165","154","155","145","136","129","122","137","116","111","106","102","98","94","97","90","84","87","78","74","76","81","72","71","66","69","61","59","64","58","54","51","45","46","42","38","33","34","29","27","26","23","22","19","18","16","15","14","12","10","9","8","7","5","4"
"W2040156","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-4","mc116-3","mc111-3","mc106-5","mc102-7","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-9","mc34-1","mc29-3","mc27-5","mc26-10","mc23-16","mc22-21","mc19-7","mc18-4","mc16-3","mc15-22","mc14-29","mc12-25","mc10-30","mc9-41","mc8-40","mc7-72","mc5-33","mc4-441"
"W2040157","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-15","mc145-16","mc136-10","mc129-9","mc122-19","mc137-13","mc116-19","mc111-19","mc106-21","mc102-19","mc98-23","mc94-25","mc97-23","mc90-23","mc84-18","mc87-22","mc78-29","mc74-26","mc76-31","mc81-28","mc72-33","mc71-29","mc66-35","mc69-31","mc61-36","mc59-34","mc64-22","mc58-41","mc54-42","mc51-42","mc45-48","mc46-49","mc42-27","mc38-39","mc33-30","mc34-65","mc29-63","mc27-65","mc26-80","mc23-52","mc22-61","mc19-106","mc18-58","mc16-146","mc15-70","mc14-146","mc12-94","mc10-76","mc9-242","mc8-229","mc7-296","mc5-392",NA
"W2040160","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-59","mc34-31","mc29-40","mc27-54","mc26-39","mc23-40","mc22-37","mc19-39","mc18-44","mc16-47","mc15-64","mc14-71","mc12-159","mc10-122","mc9-102","mc8-119","mc7-175","mc5-165","mc4-161"
"W2040164","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-5","mc111-6","mc106-8","mc102-8","mc98-8","mc94-2","mc97-8","mc90-2","mc84-9","mc87-2","mc78-9","mc74-9","mc76-2","mc81-8","mc72-2","mc71-3","mc66-6","mc69-3","mc61-3","mc59-9","mc64-4","mc58-7","mc54-1","mc51-14","mc45-14","mc46-10","mc42-11","mc38-4","mc33-8","mc34-5","mc29-13","mc27-2","mc26-25","mc23-25","mc22-15","mc19-19","mc18-15","mc16-34","mc15-11","mc14-48","mc12-37","mc10-49","mc9-64","mc8-76","mc7-57","mc5-59","mc4-524"
"W2040165","mc192-7","mc193-10","mc178-2","mc165-12","mc154-2","mc155-9","mc145-6","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-5","mc64-2","mc58-3","mc54-3","mc51-10","mc45-11","mc46-14","mc42-2","mc38-1","mc33-6","mc34-8","mc29-6","mc27-8","mc26-7","mc23-15","mc22-10","mc19-12","mc18-6","mc16-26","mc15-25","mc14-29","mc12-21","mc10-25","mc9-15","mc8-37","mc7-66","mc5-147","mc4-555"
"W2040166","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-9","mc137-8","mc116-11","mc111-8","mc106-14","mc102-9","mc98-15","mc94-16","mc97-10","mc90-13","mc84-21","mc87-12","mc78-14","mc74-11","mc76-20","mc81-17","mc72-20","mc71-17","mc66-19","mc69-29","mc61-12","mc59-22","mc64-28","mc58-26","mc54-30","mc51-15","mc45-21","mc46-25","mc42-39","mc38-60","mc33-48","mc34-22","mc29-50","mc27-56","mc26-58","mc23-74","mc22-65","mc19-36","mc18-47","mc16-38","mc15-68","mc14-68","mc12-143","mc10-117","mc9-100","mc8-120","mc7-174","mc5-255","mc4-47"
"W2040171","mc192-9","mc193-7","mc178-3","mc165-12","mc154-1","mc155-7","mc145-4","mc136-4","mc129-1","mc122-4","mc137-3","mc116-4","mc111-5","mc106-6","mc102-5","mc98-6","mc94-1","mc97-6","mc90-1","mc84-7","mc87-1","mc78-7","mc74-7","mc76-1","mc81-7","mc72-1","mc71-1","mc66-2","mc69-2","mc61-1","mc59-8","mc64-1","mc58-6","mc54-9","mc51-13","mc45-13","mc46-11","mc42-5","mc38-11","mc33-12","mc34-12","mc29-14","mc27-13","mc26-23","mc23-23","mc22-8","mc19-20","mc18-16","mc16-32","mc15-9","mc14-3","mc12-12","mc10-179","mc9-1","mc8-12","mc7-111","mc5-116","mc4-474"
"W2040173","mc192-4","mc193-12","mc178-6","mc165-6","mc154-13","mc155-13","mc145-14","mc136-17","mc129-16","mc122-15","mc137-15","mc116-17","mc111-20","mc106-22","mc102-23","mc98-19","mc94-17","mc97-22","mc90-26","mc84-11","mc87-25","mc78-28","mc74-28","mc76-28","mc81-27","mc72-30","mc71-33","mc66-30","mc69-28","mc61-30","mc59-30","mc64-32","mc58-34","mc54-37","mc51-36","mc45-36","mc46-44","mc42-19","mc38-29","mc33-66","mc34-39","mc29-67","mc27-83","mc26-71","mc23-66","mc22-82","mc19-121","mc18-75","mc16-138","mc15-98","mc14-169","mc12-82","mc10-224","mc9-200","mc8-253","mc7-296","mc5-392","mc4-330"
"W2040174","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-10","mc81-18","mc72-21","mc71-20","mc66-22","mc69-17","mc61-23","mc59-20","mc64-20","mc58-28","mc54-23","mc51-27","mc45-42","mc46-30","mc42-51","mc38-59","mc33-66","mc34-39","mc29-45","mc27-83","mc26-52","mc23-76","mc22-82","mc19-55","mc18-75","mc16-83","mc15-114","mc14-119","mc12-193","mc10-229","mc9-123","mc8-231","mc7-260","mc5-398","mc4-270"
"W2040175","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-6","mc64-4","mc58-5","mc54-4","mc51-11","mc45-12","mc46-7","mc42-4","mc38-2","mc33-5","mc34-9","mc29-12","mc27-7","mc26-9","mc23-24","mc22-14","mc19-6","mc18-14","mc16-14","mc15-16","mc14-18","mc12-35","mc10-39","mc9-78","mc8-56","mc7-42","mc5-69","mc4-573"
"W2040180","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-4","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-2","mc29-3","mc27-4","mc26-12","mc23-29","mc22-19","mc19-9","mc18-22","mc16-28","mc15-21","mc14-41","mc12-53","mc10-29","mc9-37","mc8-68","mc7-110","mc5-74","mc4-523"
"W2040181","mc192-2","mc193-1","mc178-8","mc165-8","mc154-6","mc155-14","mc145-13","mc136-10","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-22","mc81-25","mc72-29","mc71-30","mc66-33","mc69-33","mc61-38","mc59-32","mc64-24","mc58-35","mc54-35","mc51-33","mc45-52","mc46-51","mc42-33","mc38-35","mc33-46","mc34-58","mc29-75","mc27-34","mc26-69","mc23-85","mc22-93","mc19-91","mc18-109","mc16-142","mc15-146","mc14-140","mc12-124","mc10-197","mc9-250","mc8-258","mc7-302","mc5-387","mc4-266"
"W2040182","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-17","mc102-22","mc98-21","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-19","mc66-31","mc69-20","mc61-32","mc59-40","mc64-31","mc58-36","mc54-39","mc51-35","mc45-33","mc46-43","mc42-30","mc38-25","mc33-44","mc34-57","mc29-72","mc27-47","mc26-68","mc23-85","mc22-67","mc19-65","mc18-78","mc16-75","mc15-92","mc14-126","mc12-171","mc10-208","mc9-148","mc8-252","mc7-303","mc5-389","mc4-337"
"W2040183","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-20","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-28","mc42-51","mc38-57","mc33-65","mc34-38","mc29-47","mc27-84","mc26-47","mc23-79","mc22-80","mc19-56","mc18-75","mc16-60","mc15-98","mc14-169","mc12-82","mc10-224","mc9-128","mc8-253","mc7-149","mc5-273","mc4-133"
"W2040184","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-1","mc98-5","mc94-8","mc97-5","mc90-5","mc84-1","mc87-8","mc78-5","mc74-1","mc76-4","mc81-6","mc72-6","mc71-10","mc66-10","mc69-9","mc61-9","mc59-2","mc64-10","mc58-12","mc54-11","mc51-4","mc45-4","mc46-17","mc42-7","mc38-8","mc33-15","mc34-15","mc29-2","mc27-16","mc26-20","mc23-5","mc22-24","mc19-24","mc18-23","mc16-30","mc15-29","mc14-44","mc12-52","mc10-47","mc9-65","mc8-77","mc7-105","mc5-102","mc4-584"
"W2040185","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-17","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-21","mc97-20","mc90-24","mc84-13","mc87-24","mc78-26","mc74-11","mc76-21","mc81-23","mc72-27","mc71-31","mc66-32","mc69-29","mc61-33","mc59-29","mc64-28","mc58-21","mc54-30","mc51-44","mc45-38","mc46-46","mc42-56","mc38-61","mc33-71","mc34-68","mc29-53","mc27-85","mc26-58","mc23-63","mc22-105","mc19-67","mc18-55","mc16-101","mc15-95","mc14-167","mc12-90","mc10-211","mc9-205","mc8-234","mc7-341","mc5-428","mc4-205"
"W2040186","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-15","mc94-10","mc97-10","mc90-17","mc84-22","mc87-15","mc78-18","mc74-14","mc76-14","mc81-14","mc72-17","mc71-13","mc66-14","mc69-10","mc61-22","mc59-17","mc64-13","mc58-15","mc54-16","mc51-17","mc45-17","mc46-35","mc42-47","mc38-38","mc33-59","mc34-31","mc29-60","mc27-54","mc26-34","mc23-40","mc22-69","mc19-39","mc18-43","mc16-38","mc15-63","mc14-143","mc12-97","mc10-102","mc9-99","mc8-154","mc7-132","mc5-252","mc4-184"
"W2040188",NA,NA,NA,"mc165-4",NA,NA,NA,NA,NA,"mc122-7","mc137-9","mc116-11",NA,NA,NA,"mc98-17","mc94-14","mc97-9","mc90-14","mc84-17",NA,NA,NA,NA,NA,NA,NA,"mc66-25",NA,"mc61-34","mc59-37",NA,NA,NA,"mc51-29","mc45-39","mc46-48","mc42-49","mc38-56","mc33-68","mc34-43","mc29-49","mc27-30","mc26-94","mc23-73","mc22-66","mc19-113","mc18-85","mc16-75","mc15-108","mc14-128","mc12-178","mc10-217","mc9-181","mc8-189","mc7-283","mc5-329","mc4-219"
"W2040189","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-5","mc111-6","mc106-8","mc102-8","mc98-8","mc94-2","mc97-8","mc90-2","mc84-9","mc87-2","mc78-9","mc74-9","mc76-2","mc81-8","mc72-3","mc71-3","mc66-4","mc69-3","mc61-3","mc59-6","mc64-4","mc58-5","mc54-4","mc51-11","mc45-12","mc46-7","mc42-4","mc38-2","mc33-5","mc34-9","mc29-7","mc27-10","mc26-9","mc23-19","mc22-9","mc19-14","mc18-9","mc16-1","mc15-23","mc14-26","mc12-23","mc10-31","mc9-39","mc8-38","mc7-32","mc5-41","mc4-462"
"W2040191","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-20","mc45-20","mc46-20","mc42-43","mc38-51","mc33-60","mc34-31","mc29-41","mc27-53","mc26-34","mc23-40","mc22-41","mc19-37","mc18-51","mc16-39","mc15-62","mc14-130","mc12-144","mc10-96","mc9-103","mc8-132","mc7-123","mc5-218","mc4-196"
"W2040192","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-48","mc33-49","mc34-24","mc29-29","mc27-62","mc26-39","mc23-45","mc22-33","mc19-44","mc18-43","mc16-51","mc15-66","mc14-70","mc12-154","mc10-127","mc9-114","mc8-112","mc7-184","mc5-183","mc4-104"
"W2040193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2040196","mc192-1","mc193-3","mc178-6","mc165-9","mc154-13","mc155-15","mc145-14","mc136-17","mc129-9","mc122-18","mc137-15","mc116-20","mc111-20","mc106-21","mc102-23","mc98-15","mc94-23","mc97-10","mc90-21","mc84-21","mc87-21","mc78-14","mc74-32","mc76-31","mc81-28","mc72-33","mc71-17","mc66-19","mc69-31","mc61-36","mc59-34","mc64-26","mc58-41","mc54-42","mc51-42","mc45-48","mc46-47","mc42-27","mc38-40","mc33-32","mc34-65","mc29-66","mc27-66","mc26-91","mc23-87","mc22-61","mc19-111","mc18-115","mc16-152","mc15-145","mc14-137","mc12-104","mc10-102","mc9-127","mc8-240","mc7-158","mc5-227","mc4-309"
"W2040197","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-15","mc122-10","mc137-8","mc116-7","mc111-12","mc106-12","mc102-10","mc98-14","mc94-13","mc97-12","mc90-12","mc84-28","mc87-10","mc78-11","mc74-13","mc76-16","mc81-10","mc72-22","mc71-21","mc66-23","mc69-17","mc61-24","mc59-21","mc64-19","mc58-27","mc54-25","mc51-26","mc45-24","mc46-29","mc42-50","mc38-58","mc33-67","mc34-40","mc29-46","mc27-82","mc26-53","mc23-75","mc22-77","mc19-61","mc18-73","mc16-66","mc15-116","mc14-164","mc12-190","mc10-226","mc9-252","mc8-219","mc7-322","mc5-268","mc4-323"
"W2040199","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-47","mc33-56","mc34-29","mc29-38","mc27-59","mc26-37","mc23-37","mc22-35","mc19-49","mc18-38","mc16-48","mc15-52","mc14-82","mc12-138","mc10-125","mc9-81","mc8-125","mc7-223","mc5-268","mc4-79"
"W2040200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mc54-2",NA,"mc45-16","mc46-12","mc42-8","mc38-10","mc33-1","mc34-2","mc29-4","mc27-4","mc26-24","mc23-27","mc22-18","mc19-2","mc18-1","mc16-5","mc15-4","mc14-49","mc12-32","mc10-12","mc9-79","mc8-87","mc7-54","mc5-104","mc4-440"
"W2040201","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-5","mc111-6","mc106-8","mc102-8","mc98-8","mc94-2","mc97-8","mc90-2","mc84-9","mc87-2","mc78-10","mc74-8","mc76-2","mc81-8","mc72-9","mc71-4","mc66-4","mc69-3","mc61-4","mc59-7","mc64-3","mc58-4","mc54-5","mc51-9","mc45-10","mc46-8","mc42-3","mc38-16","mc33-20","mc34-18","mc29-18","mc27-20","mc26-17","mc23-12","mc22-29","mc19-32","mc18-32","mc16-24","mc15-40","mc14-35","mc12-27","mc10-21","mc9-47","mc8-54","mc7-50","mc5-68","mc4-453"
"W2040202","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-31","mc69-25","mc61-32","mc59-31","mc64-30","mc58-36","mc54-39","mc51-35","mc45-33","mc46-43","mc42-30","mc38-25","mc33-44","mc34-57","mc29-73","mc27-46","mc26-72","mc23-83","mc22-95","mc19-84","mc18-105","mc16-123","mc15-94","mc14-85","mc12-130","mc10-173","mc9-197","mc8-270","mc7-297","mc5-340","mc4-285"
"W2040206","mc192-3","mc193-4","mc178-9","mc165-7","mc154-7","mc155-4","mc145-7","mc136-11","mc129-15","mc122-10","mc137-8","mc116-7","mc111-12","mc106-19","mc102-10","mc98-14","mc94-13","mc97-12","mc90-12","mc84-28","mc87-10","mc78-11","mc74-13","mc76-16","mc81-10","mc72-22","mc71-17","mc66-23","mc69-18","mc61-12","mc59-21","mc64-19","mc58-27","mc54-25","mc51-26","mc45-24","mc46-29","mc42-50","mc38-58","mc33-67","mc34-40","mc29-46","mc27-82","mc26-53","mc23-75","mc22-77","mc19-61","mc18-73","mc16-66","mc15-116","mc14-164","mc12-190","mc10-226","mc9-140","mc8-217","mc7-146","mc5-226","mc4-250"
"W2040210","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-5","mc64-2","mc58-3","mc54-3","mc51-10","mc45-11","mc46-14","mc42-11","mc38-5","mc33-8","mc34-5","mc29-11","mc27-9","mc26-11","mc23-18","mc22-13","mc19-4","mc18-7","mc16-10","mc15-17","mc14-14","mc12-8","mc10-19","mc9-15","mc8-91","mc7-9","mc5-51","mc4-554"
"W2040211","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-20","mc51-19","mc45-18","mc46-19","mc42-46","mc38-44","mc33-50","mc34-26","mc29-37","mc27-63","mc26-36","mc23-34","mc22-31","mc19-44","mc18-43","mc16-45","mc15-66","mc14-70","mc12-155","mc10-134","mc9-83","mc8-121","mc7-190","mc5-164","mc4-109"
"W2040212","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-5","mc111-6","mc106-8","mc102-8","mc98-8","mc94-2","mc97-8","mc90-2","mc84-9","mc87-2","mc78-9","mc74-9","mc76-2","mc81-8","mc72-3","mc71-3","mc66-4","mc69-3","mc61-3","mc59-6","mc64-4","mc58-5","mc54-4","mc51-11","mc45-12","mc46-7","mc42-4","mc38-2","mc33-5","mc34-9","mc29-7","mc27-7","mc26-9","mc23-19","mc22-9","mc19-14","mc18-9","mc16-1","mc15-23","mc14-26","mc12-23","mc10-31","mc9-39","mc8-42","mc7-31","mc5-40","mc4-466"
"W2040213","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-11","mc81-18","mc72-21","mc71-14","mc66-15","mc69-10","mc61-24","mc59-20","mc64-15","mc58-15","mc54-20","mc51-15","mc45-23","mc46-27","mc42-38","mc38-44","mc33-52","mc34-41","mc29-32","mc27-78","mc26-42","mc23-78","mc22-77","mc19-62","mc18-75","mc16-62","mc15-136","mc14-119","mc12-181","mc10-110","mc9-156","mc8-296","mc7-256","mc5-401","mc4-90"
"W2040216","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-14","mc76-11","mc81-14","mc72-17","mc71-14","mc66-15","mc69-11","mc61-19","mc59-17","mc64-15","mc58-17","mc54-18","mc51-21","mc45-21","mc46-22","mc42-44","mc38-50","mc33-55","mc34-28","mc29-42","mc27-55","mc26-41","mc23-46","mc22-47","mc19-40","mc18-46","mc16-40","mc15-58","mc14-70","mc12-204","mc10-129","mc9-161","mc8-158","mc7-211","mc5-213","mc4-85"
"W2040217","mc192-11","mc193-11","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-18","mc122-7","mc137-9","mc116-11","mc111-11","mc106-14","mc102-16","mc98-17","mc94-14","mc97-9","mc90-14","mc84-26","mc87-17","mc78-20","mc74-18","mc76-20","mc81-17","mc72-18","mc71-22","mc66-18","mc69-16","mc61-14","mc59-37","mc64-29","mc58-23","mc54-32","mc51-46","mc45-39","mc46-31","mc42-55","mc38-31","mc33-26","mc34-59","mc29-62","mc27-30","mc26-89","mc23-68","mc22-74","mc19-109","mc18-89","mc16-106","mc15-90","mc14-123","mc12-169","mc10-133","mc9-155","mc8-147","mc7-169","mc5-312","mc4-59"
"W2040218","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-10","mc94-15","mc97-13","mc90-11","mc84-20","mc87-13","mc78-19","mc74-19","mc76-15","mc81-13","mc72-16","mc71-18","mc66-13","mc69-21","mc61-17","mc59-39","mc64-12","mc58-14","mc54-15","mc51-23","mc45-20","mc46-20","mc42-43","mc38-51","mc33-61","mc34-27","mc29-55","mc27-54","mc26-42","mc23-52","mc22-67","mc19-102","mc18-56","mc16-42","mc15-56","mc14-126","mc12-171","mc10-208","mc9-148","mc8-252","mc7-303","mc5-261","mc4-161"
"W2040222","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-1","mc98-5","mc94-8","mc97-5","mc90-5","mc84-1","mc87-8","mc78-5","mc74-1","mc76-4","mc81-6","mc72-6","mc71-10","mc66-10","mc69-9","mc61-9","mc59-2","mc64-10","mc58-12","mc54-11","mc51-4","mc45-4","mc46-17","mc42-7","mc38-8","mc33-15","mc34-15","mc29-2","mc27-16","mc26-20","mc23-5","mc22-24","mc19-24","mc18-23","mc16-30","mc15-29","mc14-44","mc12-52","mc10-47","mc9-65","mc8-77","mc7-105","mc5-120","mc4-575"
"W2040228","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-2","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-14","mc29-1","mc27-17","mc26-21","mc23-7","mc22-25","mc19-27","mc18-25","mc16-27","mc15-31","mc14-42","mc12-58","mc10-43","mc9-35","mc8-73","mc7-82","mc5-80","mc4-522"
"W2040229","mc192-12","mc193-7","mc178-4","mc165-13","mc154-1","mc155-7","mc145-4","mc136-4","mc129-1","mc122-4","mc137-3","mc116-4","mc111-5","mc106-6","mc102-5","mc98-6","mc94-1","mc97-6","mc90-1","mc84-7","mc87-1","mc78-7","mc74-7","mc76-1","mc81-7","mc72-1","mc71-1","mc66-2","mc69-2","mc61-1","mc59-8","mc64-1","mc58-6","mc54-9","mc51-13","mc45-13","mc46-11","mc42-5","mc38-11","mc33-12","mc34-12","mc29-14","mc27-13","mc26-60","mc23-97","mc22-98","mc19-78","mc18-16","mc16-100","mc15-137","mc14-7","mc12-2","mc10-177","mc9-202","mc8-291","mc7-25","mc5-326","mc4-488"
"W2040230","mc192-4","mc193-4","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-7","mc137-17","mc116-16","mc111-11","mc106-14","mc102-21","mc98-17","mc94-16","mc97-9","mc90-24","mc84-17","mc87-24","mc78-20","mc74-11","mc76-21","mc81-17","mc72-18","mc71-22","mc66-25","mc69-29","mc61-33","mc59-22","mc64-28","mc58-21","mc54-30","mc51-44","mc45-38","mc46-46","mc42-56","mc38-62","mc33-71","mc34-68","mc29-50","mc27-85","mc26-49","mc23-63","mc22-54","mc19-67","mc18-55","mc16-76","mc15-95","mc14-117","mc12-177","mc10-136","mc9-160","mc8-108","mc7-160","mc5-249","mc4-136"
