"","192","193","178","165","154","155","145","136","129","122","137","116","111","106","102","98","94","97","90","84","87","78","74","76","81","72","71","66","69","61","59","64","58","54","51","45","46","42","38","33","34","29","27","26","23","22","19","18","16","15","14","12","10","9","8","7","5","4"
"W2045016","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-20","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-28","mc42-51","mc38-57","mc33-65","mc34-22","mc29-36","mc27-78","mc26-32","mc23-80","mc22-42","mc19-53","mc18-35","mc16-62","mc15-94","mc14-73","mc12-162","mc10-136","mc9-88","mc8-108","mc7-197","mc5-411","mc4-113"
"W2045026","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-2","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-1","mc29-3","mc27-18","mc26-22","mc23-8","mc22-22","mc19-22","mc18-25","mc16-27","mc15-34","mc14-42","mc12-60","mc10-51","mc9-36","mc8-17","mc7-101","mc5-80","mc4-513"
"W2045041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mc87-27",NA,NA,"mc76-22","mc81-25","mc72-29",NA,"mc66-1",NA,"mc61-11","mc59-32","mc64-24","mc58-35","mc54-35","mc51-1","mc45-1","mc46-3","mc42-14","mc38-13","mc33-46","mc34-20","mc29-21","mc27-75","mc26-13","mc23-20","mc22-93","mc19-31","mc18-33","mc16-141","mc15-146","mc14-89","mc12-127","mc10-197","mc9-213","mc8-295","mc7-285","mc5-202","mc4-352"
"W2045045","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-11","mc98-10","mc94-15","mc97-15","mc90-11","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-18","mc66-13","mc69-21","mc61-17","mc59-39","mc64-12","mc58-14","mc54-22","mc51-24","mc45-26","mc46-32","mc42-43","mc38-53","mc33-63","mc34-34","mc29-56","mc27-69","mc26-55","mc23-71","mc22-71","mc19-65","mc18-79","mc16-71","mc15-106","mc14-125","mc12-168","mc10-78","mc9-150","mc8-238","mc7-321","mc5-221","mc4-259"
"W2045047","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-6","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-5","mc64-2","mc58-3","mc54-3","mc51-10","mc45-11","mc46-14","mc42-11","mc38-5","mc33-8","mc34-5","mc29-11","mc27-9","mc26-11","mc23-18","mc22-13","mc19-4","mc18-7","mc16-10","mc15-17","mc14-13","mc12-5","mc10-3","mc9-15","mc8-95","mc7-21","mc5-125","mc4-568"
"W2045049","mc192-4","mc193-4","mc178-10","mc165-2","mc154-8","mc155-2","mc145-9","mc136-8","mc129-18","mc122-7","mc137-9","mc116-11","mc111-11","mc106-14","mc102-16","mc98-13","mc94-14","mc97-9","mc90-14","mc84-26","mc87-17","mc78-20","mc74-18","mc76-18","mc81-14","mc72-18","mc71-22","mc66-15","mc69-11","mc61-19","mc59-17","mc64-15","mc58-17","mc54-18","mc51-21","mc45-25","mc46-22","mc42-44","mc38-62","mc33-72","mc34-28","mc29-31","mc27-56","mc26-41","mc23-46","mc22-48","mc19-73","mc18-46","mc16-52","mc15-65","mc14-131","mc12-161","mc10-115","mc9-144","mc8-118","mc7-213","mc5-210","mc4-53"
"W2045051","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-18","mc66-21","mc69-19","mc61-16","mc59-40","mc64-27","mc58-25","mc54-22","mc51-24","mc45-26","mc46-32","mc42-52","mc38-53","mc33-63","mc34-34","mc29-56","mc27-69","mc26-55","mc23-71","mc22-71","mc19-102","mc18-82","mc16-132","mc15-55","mc14-162","mc12-180","mc10-73","mc9-214","mc8-214","mc7-325","mc5-234","mc4-255"
"W2045055","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-36","mc69-26","mc61-39","mc59-31","mc64-31","mc58-38","mc54-44","mc51-34","mc45-46","mc46-42","mc42-32","mc38-27","mc33-39","mc34-55","mc29-76","mc27-41","mc26-66","mc23-62","mc22-91","mc19-98","mc18-90","mc16-139","mc15-81","mc14-97","mc12-115","mc10-192","mc9-229","mc8-259","mc7-332","mc5-355","mc4-378"
"W2045060","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-20","mc45-20","mc46-20","mc42-41","mc38-51","mc33-60","mc34-30","mc29-41","mc27-53","mc26-44","mc23-41","mc22-41","mc19-37","mc18-53","mc16-58","mc15-59","mc14-66","mc12-89","mc10-128","mc9-109","mc8-122","mc7-188","mc5-190","mc4-149"
"W2045063","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-14","mc136-15","mc129-8","mc122-18","mc137-14","mc116-19","mc111-19","mc106-21","mc102-20","mc98-24","mc94-25","mc97-23","mc90-23","mc84-18","mc87-22","mc78-29","mc74-26","mc76-29","mc81-27","mc72-30","mc71-28","mc66-26","mc69-30","mc61-37","mc59-33","mc64-21","mc58-40","mc54-40","mc51-39","mc45-44","mc46-50","mc42-35","mc38-26","mc33-40","mc34-62","mc29-59","mc27-38","mc26-75","mc23-58","mc22-102","mc19-110","mc18-88","mc16-116","mc15-79","mc14-177","mc12-97","mc10-233","mc9-238","mc8-200","mc7-313","mc5-439","mc4-276"
"W2045064","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-6","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-8","mc71-11","mc66-10","mc69-9","mc61-9","mc59-2","mc64-10","mc58-12","mc54-11","mc51-4","mc45-4","mc46-17","mc42-7","mc38-8","mc33-15","mc34-15","mc29-2","mc27-16","mc26-20","mc23-5","mc22-24","mc19-25","mc18-24","mc16-7","mc15-7","mc14-43","mc12-9","mc10-46","mc9-13","mc8-79","mc7-14","mc5-120","mc4-575"
"W2045065","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-5","mc64-2","mc58-3","mc54-3","mc51-10","mc45-11","mc46-15","mc42-2","mc38-1","mc33-9","mc34-1","mc29-3","mc27-5","mc26-10","mc23-16","mc22-21","mc19-7","mc18-4","mc16-3","mc15-17","mc14-10","mc12-12","mc10-49","mc9-73","mc8-92","mc7-15","mc5-133","mc4-544"
"W2045066","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-46","mc33-56","mc34-25","mc29-38","mc27-58","mc26-38","mc23-33","mc22-34","mc19-50","mc18-37","mc16-49","mc15-51","mc14-83","mc12-152","mc10-123","mc9-164","mc8-124","mc7-180","mc5-189","mc4-175"
"W2045069","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-12","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-17","mc78-15","mc74-15","mc76-18","mc81-19","mc72-13","mc71-23","mc66-24","mc69-16","mc61-22","mc59-13","mc64-18","mc58-20","mc54-29","mc51-28","mc45-43","mc46-37","mc42-48","mc38-63","mc33-70","mc34-42","mc29-48","mc27-73","mc26-48","mc23-81","mc22-81","mc19-54","mc18-59","mc16-64","mc15-121","mc14-121","mc12-198","mc10-106","mc9-154","mc8-146","mc7-170","mc5-315","mc4-45"
"W2045072","mc192-2","mc193-3","mc178-8","mc165-8","mc154-6","mc155-14","mc145-13","mc136-10","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-53","mc46-52","mc42-29","mc38-34","mc33-28","mc34-53","mc29-61","mc27-67","mc26-90","mc23-61","mc22-52","mc19-86","mc18-106","mc16-130","mc15-77","mc14-146","mc12-93","mc10-186","mc9-240","mc8-239","mc7-314","mc5-423","mc4-107"
"W2045074","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-1","mc98-5","mc94-8","mc97-5","mc90-5","mc84-1","mc87-8","mc78-5","mc74-1","mc76-4","mc81-6","mc72-6","mc71-10","mc66-10","mc69-1","mc61-10","mc59-12","mc64-10","mc58-1","mc54-8","mc51-2","mc45-2","mc46-1","mc42-12","mc38-12","mc33-11","mc34-11","mc29-24","mc27-14","mc26-4","mc23-3","mc22-1","mc19-24","mc18-23","mc16-30","mc15-7","mc14-5","mc12-9","mc10-11","mc9-12","mc8-19","mc7-13","mc5-121","mc4-487"
"W2045075","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-9","mc136-8","mc129-12","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-14","mc58-18","mc54-17","mc51-23","mc45-18","mc46-19","mc42-46","mc38-51","mc33-59","mc34-31","mc29-37","mc27-54","mc26-34","mc23-40","mc22-41","mc19-39","mc18-55","mc16-41","mc15-62","mc14-131","mc12-115","mc10-115","mc9-144","mc8-197","mc7-213","mc5-242","mc4-243"
"W2045076",NA,NA,"mc178-11","mc165-4",NA,"mc155-6","mc145-15",NA,"mc129-11","mc122-17","mc137-17","mc116-16","mc111-11","mc106-14","mc102-16","mc98-21","mc94-16","mc97-9","mc90-24","mc84-26","mc87-17","mc78-20","mc74-25","mc76-18","mc81-19","mc72-13","mc71-23","mc66-24","mc69-16","mc61-22","mc59-13","mc64-18","mc58-20","mc54-29","mc51-28","mc45-43","mc46-37","mc42-48","mc38-63","mc33-70","mc34-42",NA,NA,NA,NA,NA,"mc19-29","mc18-27","mc16-98","mc15-1","mc14-11","mc12-40","mc10-68","mc9-24","mc8-34","mc7-20",NA,NA
"W2045079",NA,NA,"mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-9","mc137-9","mc116-11","mc111-11","mc106-14","mc102-16","mc98-15","mc94-16","mc97-10","mc90-14","mc84-21","mc87-12","mc78-14","mc74-18","mc76-20","mc81-17","mc72-20","mc71-17","mc66-18","mc69-11","mc61-14","mc59-22","mc64-28","mc58-17","mc54-18","mc51-21","mc45-38","mc46-22","mc42-44","mc38-60","mc33-72","mc34-36","mc29-42","mc27-55","mc26-58","mc23-74","mc22-47","mc19-67","mc18-84","mc16-73","mc15-58","mc14-127","mc12-179","mc10-82","mc9-143","mc8-158","mc7-211","mc5-213","mc4-103"
"W2045082","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-31","mc69-26","mc61-32","mc59-31","mc64-31","mc58-36","mc54-39","mc51-35","mc45-33","mc46-43","mc42-30","mc38-25","mc33-39","mc34-55","mc29-76","mc27-42","mc26-67","mc23-86","mc22-90","mc19-88","mc18-108","mc16-137","mc15-157","mc14-90","mc12-93","mc10-187","mc9-227","mc8-260","mc7-310","mc5-356","mc4-277"
"W2045083","mc192-7","mc193-10","mc178-2","mc165-12","mc154-2","mc155-9","mc145-2","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-5","mc102-7","mc98-7","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-15","mc42-6","mc38-9","mc33-9","mc34-1","mc29-3","mc27-5","mc26-10","mc23-16","mc22-21","mc19-7","mc18-4","mc16-3","mc15-22","mc14-24","mc12-60","mc10-51","mc9-36","mc8-69","mc7-82","mc5-57","mc4-438"
"W2045087","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-37","mc38-44","mc33-52","mc34-21","mc29-34","mc27-60","mc26-30","mc23-30","mc22-44","mc19-41","mc18-36","mc16-56","mc15-50","mc14-76","mc12-155","mc10-131","mc9-83","mc8-105","mc7-181","mc5-191","mc4-122"
"W2045089","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-50","mc46-35","mc42-26","mc38-39","mc33-30","mc34-64","mc29-62","mc27-44","mc26-89","mc23-69","mc22-74","mc19-103","mc18-94","mc16-140","mc15-142","mc14-135","mc12-194","mc10-81","mc9-149","mc8-212","mc7-145","mc5-236","mc4-111"
"W2045095","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-14","mc72-15","mc71-15","mc66-17","mc69-11","mc61-21","mc59-17","mc64-17","mc58-17","mc54-18","mc51-19","mc45-18","mc46-25","mc42-46","mc38-62","mc33-72","mc34-22","mc29-51","mc27-88","mc26-88","mc23-49","mc22-72","mc19-57","mc18-45","mc16-58","mc15-56","mc14-62","mc12-188","mc10-228","mc9-167","mc8-209","mc7-165","mc5-415","mc4-271"
"W2045104","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-20","mc45-18","mc46-18","mc42-43","mc38-42","mc33-49","mc34-33","mc29-39","mc27-56","mc26-35","mc23-35","mc22-32","mc19-46","mc18-54","mc16-48","mc15-52","mc14-69","mc12-136","mc10-104","mc9-110","mc8-140","mc7-182","mc5-270","mc4-103"
"W2045105","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-1","mc98-5","mc94-8","mc97-5","mc90-5","mc84-1","mc87-8","mc78-5","mc74-1","mc76-4","mc81-6","mc72-6","mc71-10","mc66-10","mc69-9","mc61-9","mc59-2","mc64-10","mc58-12","mc54-11","mc51-4","mc45-4","mc46-17","mc42-7","mc38-8","mc33-15","mc34-15","mc29-2","mc27-16","mc26-20","mc23-5","mc22-24","mc19-24","mc18-23","mc16-30","mc15-29","mc14-44","mc12-52","mc10-47","mc9-65","mc8-77","mc7-105","mc5-100","mc4-483"
"W2045106","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-10","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-14","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-50","mc34-26","mc29-37","mc27-63","mc26-36","mc23-34","mc22-31","mc19-45","mc18-42","mc16-43","mc15-56","mc14-64","mc12-145","mc10-135","mc9-95","mc8-194","mc7-162","mc5-242","mc4-93"
"W2045107","mc192-10","mc193-8","mc178-1","mc165-10","mc154-4","mc155-11","mc145-1","mc136-1","mc129-4","mc122-1","mc137-1","mc116-1","mc111-1","mc106-1","mc102-2","mc98-3","mc94-6","mc97-3","mc90-7","mc84-4","mc87-4","mc78-4","mc74-6","mc76-9","mc81-2","mc72-9","mc71-4","mc66-8","mc69-7","mc61-4","mc59-7","mc64-3","mc58-4","mc54-5","mc51-9","mc45-10","mc46-8","mc42-17","mc38-16","mc33-20","mc34-18","mc29-18","mc27-20","mc26-17","mc23-12","mc22-29","mc19-32","mc18-32","mc16-24","mc15-40","mc14-35","mc12-49","mc10-65","mc9-27","mc8-28","mc7-44","mc5-84","mc4-522"
"W2045113","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-14","mc145-16","mc136-10","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-53","mc46-52","mc42-29","mc38-34","mc33-28","mc34-52","mc29-64","mc27-67","mc26-92","mc23-64","mc22-51","mc19-58","mc18-76","mc16-144","mc15-149","mc14-148","mc12-129","mc10-174","mc9-244","mc8-234","mc7-350","mc5-435","mc4-349"
"W2045116","mc192-7",NA,NA,"mc165-12","mc154-2","mc155-9","mc145-6","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-5","mc64-2","mc58-3","mc54-3","mc51-10","mc45-11","mc46-14","mc42-2","mc38-1","mc33-6","mc34-8","mc29-6","mc27-8","mc26-7","mc23-15","mc22-10","mc19-12","mc18-6","mc16-11","mc15-25","mc14-28","mc12-21","mc10-26","mc9-71","mc8-45","mc7-65","mc5-30","mc4-542"
"W2045120","mc192-12","mc193-12","mc178-4","mc165-13","mc154-15","mc155-13","mc145-12","mc136-13","mc129-1","mc122-15","mc137-7","mc116-15","mc111-15","mc106-15","mc102-18","mc98-19","mc94-17","mc97-18","mc90-18","mc84-14","mc87-18","mc78-22","mc74-30","mc76-30","mc81-29","mc72-32","mc71-27","mc66-30","mc69-27","mc61-31","mc59-27","mc64-33","mc58-33","mc54-34","mc51-37","mc45-37","mc46-45","mc42-18","mc38-28","mc33-42","mc34-7","mc29-71","mc27-33","mc26-85","mc23-89","mc22-108","mc19-18","mc18-133","mc16-149","mc15-129","mc14-12","mc12-14","mc10-13","mc9-14","mc8-8","mc7-12","mc5-128","mc4-490"
"W2045134","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-15","mc145-16","mc136-10","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-22","mc81-12","mc72-29","mc71-30","mc66-33","mc69-33","mc61-38","mc59-32","mc64-24","mc58-37","mc54-35","mc51-33","mc45-52","mc46-51","mc42-33","mc38-35","mc33-47","mc34-23","mc29-28","mc27-75","mc26-94","mc23-50","mc22-60","mc19-71","mc18-93","mc16-68","mc15-87","mc14-158","mc12-157","mc10-116","mc9-91","mc8-157","mc7-212","mc5-163","mc4-158"
"W2045136","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-15","mc42-6","mc38-9","mc33-9","mc34-1","mc29-3","mc27-5","mc26-10","mc23-16","mc22-21","mc19-7","mc18-4","mc16-3","mc15-22","mc14-29","mc12-25","mc10-30","mc9-41","mc8-40","mc7-38","mc5-54","mc4-400"
"W2045140","mc192-12","mc193-7","mc178-4","mc165-13","mc154-1","mc155-7","mc145-4","mc136-4","mc129-1","mc122-4","mc137-3","mc116-4","mc111-5","mc106-6","mc102-5","mc98-6","mc94-1","mc97-6","mc90-1","mc84-7","mc87-1","mc78-7","mc74-7","mc76-1","mc81-7","mc72-1","mc71-1","mc66-2","mc69-2","mc61-1","mc59-8","mc64-34","mc58-6","mc54-9","mc51-30","mc45-35","mc46-36","mc42-20","mc38-18","mc33-25","mc34-51","mc29-25","mc27-48","mc26-60","mc23-97","mc22-98","mc19-78","mc18-130","mc16-100","mc15-137","mc14-7","mc12-2","mc10-172","mc9-203","mc8-291","mc7-25","mc5-326","mc4-556"
"W2045142","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-4","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-15","mc42-6","mc38-9","mc33-9","mc34-1","mc29-3","mc27-5","mc26-10","mc23-16","mc22-21","mc19-7","mc18-4","mc16-3","mc15-22","mc14-29","mc12-25","mc10-30","mc9-41","mc8-40","mc7-72","mc5-33","mc4-441"
"W2045144","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16",NA,"mc87-17",NA,"mc74-14","mc76-18","mc81-19","mc72-13","mc71-23","mc66-24","mc69-16","mc61-22","mc59-13","mc64-18","mc58-20","mc54-29","mc51-28","mc45-43","mc46-37","mc42-48","mc38-63","mc33-70","mc34-42","mc29-48","mc27-73","mc26-48","mc23-81","mc22-81","mc19-54","mc18-59","mc16-64","mc15-121","mc14-121","mc12-198","mc10-106","mc9-154","mc8-146","mc7-170","mc5-315",NA
"W2045145","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-25","mc42-36","mc38-43","mc33-48","mc34-26","mc29-36","mc27-61","mc26-32","mc23-32","mc22-42","mc19-46","mc18-41","mc16-45","mc15-46","mc14-60","mc12-159","mc10-129","mc9-92","mc8-98","mc7-167","mc5-194","mc4-50"
"W2045149","mc192-2","mc193-3","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-9","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-16","mc97-20","mc90-24","mc84-13","mc87-24","mc78-26","mc74-11","mc76-21","mc81-23","mc72-27","mc71-31","mc66-32","mc69-29","mc61-33","mc59-29","mc64-28","mc58-21","mc54-30","mc51-44","mc45-51","mc46-46","mc42-34","mc38-38","mc33-29","mc34-53","mc29-60","mc27-71","mc26-90","mc23-57","mc22-52","mc19-110","mc18-83","mc16-119","mc15-77","mc14-177","mc12-111","mc10-188","mc9-263","mc8-162","mc7-358","mc5-427","mc4-253"
"W2045157","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-5","mc98-5","mc94-8","mc97-5","mc90-1","mc84-7","mc87-1","mc78-7","mc74-7","mc76-1","mc81-7","mc72-1","mc71-1","mc66-5","mc69-2","mc61-1","mc59-10","mc64-1","mc58-6","mc54-2","mc51-13","mc45-16","mc46-12","mc42-11","mc38-5","mc33-8","mc34-3","mc29-5","mc27-9","mc26-11","mc23-6","mc22-20","mc19-10","mc18-1","mc16-8","mc15-30","mc14-23","mc12-55","mc10-46","mc9-63","mc8-75","mc7-54","mc5-104","mc4-500"
